
"16 Month Post Op Blues","http://www.cancerforums.net/threads/49348-16-Month-Post-Op-Blues?s=8748ec921ba25c8521835007056a0dbe","Scurrent","5","344","Michael F","http://www.cancerforums.net/members/109130-Michael-F?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49348-16-Month-Post-Op-Blues?s=8748ec921ba25c8521835007056a0dbe&p=321942#post321942","11-08-2016, 11:49 AM"
"10-Year Outcomes after Monitoring, Surgery, or Radiotherapy for Localized PCa","http://www.cancerforums.net/threads/49387-10-Year-Outcomes-after-Monitoring-Surgery-or-Radiotherapy-for-Localized-PCa?s=8748ec921ba25c8521835007056a0dbe","Otago","7","304","Michael F","http://www.cancerforums.net/members/109130-Michael-F?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49387-10-Year-Outcomes-after-Monitoring-Surgery-or-Radiotherapy-for-Localized-PCa?s=8748ec921ba25c8521835007056a0dbe&p=321939#post321939","11-08-2016, 11:27 AM"
"Post surgery swelling","http://www.cancerforums.net/threads/49394-Post-surgery-swelling?s=8748ec921ba25c8521835007056a0dbe","Jack1954","1","114","PDV","http://www.cancerforums.net/members/116780-PDV?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49394-Post-surgery-swelling?s=8748ec921ba25c8521835007056a0dbe&p=321938#post321938","11-08-2016, 10:46 AM"
"Newbie signing in","http://www.cancerforums.net/threads/49317-Newbie-signing-in?s=8748ec921ba25c8521835007056a0dbe","Stercz","23","1,226","Stercz","http://www.cancerforums.net/members/121115-Stercz?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49317-Newbie-signing-in?s=8748ec921ba25c8521835007056a0dbe&p=321924#post321924","11-08-2016, 03:00 AM"
"Husbands PSA undetectable!","http://www.cancerforums.net/threads/49339-Husbands-PSA-undetectable!?s=8748ec921ba25c8521835007056a0dbe","VickieKay","4","245","Michael F","http://www.cancerforums.net/members/109130-Michael-F?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49339-Husbands-PSA-undetectable!?s=8748ec921ba25c8521835007056a0dbe&p=321921#post321921","11-08-2016, 02:43 AM"
"Current Literature to read before making my treatment decision","http://www.cancerforums.net/threads/49349-Current-Literature-to-read-before-making-my-treatment-decision?s=8748ec921ba25c8521835007056a0dbe","Emanon","5","308","Michael F","http://www.cancerforums.net/members/109130-Michael-F?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49349-Current-Literature-to-read-before-making-my-treatment-decision?s=8748ec921ba25c8521835007056a0dbe&p=321917#post321917","11-08-2016, 02:27 AM"
"First Post-op PSA Results","http://www.cancerforums.net/threads/49334-First-Post-op-PSA-Results?s=8748ec921ba25c8521835007056a0dbe","Bernard1","6","337","Michael F","http://www.cancerforums.net/members/109130-Michael-F?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49334-First-Post-op-PSA-Results?s=8748ec921ba25c8521835007056a0dbe&p=321915#post321915","11-08-2016, 02:20 AM"
"Any reason for concern?","http://www.cancerforums.net/threads/49313-Any-reason-for-concern?s=8748ec921ba25c8521835007056a0dbe","Prowler","6","509","Michael F","http://www.cancerforums.net/members/109130-Michael-F?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49313-Any-reason-for-concern?s=8748ec921ba25c8521835007056a0dbe&p=321914#post321914","11-08-2016, 02:15 AM"
"RRP Surgery done yesterday","http://www.cancerforums.net/threads/49370-RRP-Surgery-done-yesterday?s=8748ec921ba25c8521835007056a0dbe","Jack1954","3","243","Michael F","http://www.cancerforums.net/members/109130-Michael-F?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49370-RRP-Surgery-done-yesterday?s=8748ec921ba25c8521835007056a0dbe&p=321911#post321911","11-08-2016, 02:07 AM"
"First post OP Dr visit","http://www.cancerforums.net/threads/49350-First-post-OP-Dr-visit?s=8748ec921ba25c8521835007056a0dbe","Kozmic","4","318","Michael F","http://www.cancerforums.net/members/109130-Michael-F?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49350-First-post-OP-Dr-visit?s=8748ec921ba25c8521835007056a0dbe&p=321908#post321908","11-08-2016, 02:02 AM"
"I'm still in the Club!","http://www.cancerforums.net/threads/49376-I-m-still-in-the-Club!?s=8748ec921ba25c8521835007056a0dbe","jdsky","5","225","Michael F","http://www.cancerforums.net/members/109130-Michael-F?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49376-I-m-still-in-the-Club!?s=8748ec921ba25c8521835007056a0dbe&p=321907#post321907","11-08-2016, 01:57 AM"
"Renewed hope for Stage 4 Metastatic Pca","http://www.cancerforums.net/threads/49354-Renewed-hope-for-Stage-4-Metastatic-Pca?s=8748ec921ba25c8521835007056a0dbe","ontheroad","7","401","Michael F","http://www.cancerforums.net/members/109130-Michael-F?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49354-Renewed-hope-for-Stage-4-Metastatic-Pca?s=8748ec921ba25c8521835007056a0dbe&p=321904#post321904","11-08-2016, 01:28 AM"
"My father just got diagnosed, Dallas/FTW area","http://www.cancerforums.net/threads/43478-My-father-just-got-diagnosed-Dallas-FTW-area?s=8748ec921ba25c8521835007056a0dbe","andreag08","38","11,566","PCDFW","http://www.cancerforums.net/members/115220-PCDFW?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/43478-My-father-just-got-diagnosed-Dallas-FTW-area?s=8748ec921ba25c8521835007056a0dbe&p=321900#post321900","11-07-2016, 11:19 PM"
"Anyone with T4 with no Mets to bones/organs?","http://www.cancerforums.net/threads/49374-Anyone-with-T4-with-no-Mets-to-bones-organs?s=8748ec921ba25c8521835007056a0dbe","Bxbby","2","163","Bxbby","http://www.cancerforums.net/members/120733-Bxbby?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49374-Anyone-with-T4-with-no-Mets-to-bones-organs?s=8748ec921ba25c8521835007056a0dbe&p=321897#post321897","11-07-2016, 09:14 PM"
"Lymphedema after Chemotherapy Treatments for Prostate Cancer?","http://www.cancerforums.net/threads/49307-Lymphedema-after-Chemotherapy-Treatments-for-Prostate-Cancer?s=8748ec921ba25c8521835007056a0dbe","RonDeF","6","402","RonDeF","http://www.cancerforums.net/members/117541-RonDeF?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49307-Lymphedema-after-Chemotherapy-Treatments-for-Prostate-Cancer?s=8748ec921ba25c8521835007056a0dbe&p=321886#post321886","11-07-2016, 06:13 PM"
"Worried about my prostate diagnosis","http://www.cancerforums.net/threads/49279-Worried-about-my-prostate-diagnosis?s=8748ec921ba25c8521835007056a0dbe","Haneef53","6","592","PDV","http://www.cancerforums.net/members/116780-PDV?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49279-Worried-about-my-prostate-diagnosis?s=8748ec921ba25c8521835007056a0dbe&p=321845#post321845","11-06-2016, 02:53 PM"
"The PAN Foundation","http://www.cancerforums.net/threads/49375-The-PAN-Foundation?s=8748ec921ba25c8521835007056a0dbe","Fairwind","0","89","Fairwind","http://www.cancerforums.net/members/20405-Fairwind?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49375-The-PAN-Foundation?s=8748ec921ba25c8521835007056a0dbe&p=321804#post321804","11-05-2016, 04:21 PM"
"Blood in urine??","http://www.cancerforums.net/threads/49356-Blood-in-urine?s=8748ec921ba25c8521835007056a0dbe","Firemedic54","3","239","toloh","http://www.cancerforums.net/members/120722-toloh?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49356-Blood-in-urine?s=8748ec921ba25c8521835007056a0dbe&p=321681#post321681","11-03-2016, 04:45 PM"
"New to the board","http://www.cancerforums.net/threads/48828-New-to-the-board?s=8748ec921ba25c8521835007056a0dbe","Davii","8","936","ChemoMan","http://www.cancerforums.net/members/12358-ChemoMan?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/48828-New-to-the-board?s=8748ec921ba25c8521835007056a0dbe&p=321644#post321644","11-03-2016, 02:34 AM"
"Εrectile dysfunction after 2 years of hormone therapy","http://www.cancerforums.net/threads/49276-%CE%95rectile-dysfunction-after-2-years-of-hormone-therapy?s=8748ec921ba25c8521835007056a0dbe","Consultant33","6","498","SeaCock","http://www.cancerforums.net/members/118156-SeaCock?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49276-%CE%95rectile-dysfunction-after-2-years-of-hormone-therapy?s=8748ec921ba25c8521835007056a0dbe&p=321638#post321638","11-02-2016, 11:44 PM"
"Urine stream after RP","http://www.cancerforums.net/threads/49337-Urine-stream-after-RP?s=8748ec921ba25c8521835007056a0dbe","Drbbt","4","309","SeaCock","http://www.cancerforums.net/members/118156-SeaCock?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49337-Urine-stream-after-RP?s=8748ec921ba25c8521835007056a0dbe&p=321637#post321637","11-02-2016, 11:23 PM"
"74, Gleason 9, going for surgery","http://www.cancerforums.net/threads/49327-74-Gleason-9-going-for-surgery?s=8748ec921ba25c8521835007056a0dbe","oldgeezer","6","385","trinity3","http://www.cancerforums.net/members/112782-trinity3?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49327-74-Gleason-9-going-for-surgery?s=8748ec921ba25c8521835007056a0dbe&p=321622#post321622","11-02-2016, 07:41 PM"
"RP questions","http://www.cancerforums.net/threads/49329-RP-questions?s=8748ec921ba25c8521835007056a0dbe","Cathy792","4","332","rooster22","http://www.cancerforums.net/members/119783-rooster22?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49329-RP-questions?s=8748ec921ba25c8521835007056a0dbe&p=321590#post321590","11-02-2016, 10:34 AM"
"Recently diagnosed and weighing my options","http://www.cancerforums.net/threads/47897-Recently-diagnosed-and-weighing-my-options?s=8748ec921ba25c8521835007056a0dbe","Cubby1","74","9,470","Cubby1","http://www.cancerforums.net/members/119428-Cubby1?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/47897-Recently-diagnosed-and-weighing-my-options?s=8748ec921ba25c8521835007056a0dbe&p=321540#post321540","11-01-2016, 11:54 PM"
"Surgery in 2 days","http://www.cancerforums.net/threads/49324-Surgery-in-2-days?s=8748ec921ba25c8521835007056a0dbe","MK1965","7","352","shu246","http://www.cancerforums.net/members/106140-shu246?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49324-Surgery-in-2-days?s=8748ec921ba25c8521835007056a0dbe&p=321528#post321528","11-01-2016, 10:18 PM"
"Post-op Continence Concerns & Suggestions","http://www.cancerforums.net/threads/48977-Post-op-Continence-Concerns-amp-Suggestions?s=8748ec921ba25c8521835007056a0dbe","RobLee","95","6,186","JJackson","http://www.cancerforums.net/members/120609-JJackson?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/48977-Post-op-Continence-Concerns-amp-Suggestions?s=8748ec921ba25c8521835007056a0dbe&p=321483#post321483","11-01-2016, 09:46 AM"
"Beat lung cancer now get to beat prostate cancer","http://www.cancerforums.net/threads/44625-Beat-lung-cancer-now-get-to-beat-prostate-cancer?s=8748ec921ba25c8521835007056a0dbe","jbm","15","4,027","oldgeezer","http://www.cancerforums.net/members/121242-oldgeezer?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/44625-Beat-lung-cancer-now-get-to-beat-prostate-cancer?s=8748ec921ba25c8521835007056a0dbe&p=321466#post321466","11-01-2016, 02:57 AM"
"2 months after DaVinci, back on Foley catheter again","http://www.cancerforums.net/threads/49062-2-months-after-DaVinci-back-on-Foley-catheter-again?s=8748ec921ba25c8521835007056a0dbe","rooster22","21","1,730","rooster22","http://www.cancerforums.net/members/119783-rooster22?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49062-2-months-after-DaVinci-back-on-Foley-catheter-again?s=8748ec921ba25c8521835007056a0dbe&p=321429#post321429","10-31-2016, 03:11 PM"
"Still in the Zero Club","http://www.cancerforums.net/threads/49284-Still-in-the-Zero-Club?s=8748ec921ba25c8521835007056a0dbe","oshguy","16","770","Michael F","http://www.cancerforums.net/members/109130-Michael-F?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49284-Still-in-the-Zero-Club?s=8748ec921ba25c8521835007056a0dbe&p=321419#post321419","10-31-2016, 11:16 AM"
"Orgasms after surgery?","http://www.cancerforums.net/threads/48964-Orgasms-after-surgery?s=8748ec921ba25c8521835007056a0dbe","matthewb","29","2,865","Merc428","http://www.cancerforums.net/members/117333-Merc428?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/48964-Orgasms-after-surgery?s=8748ec921ba25c8521835007056a0dbe&p=321407#post321407","10-31-2016, 05:52 AM"
"Post surgery report","http://www.cancerforums.net/threads/49303-Post-surgery-report?s=8748ec921ba25c8521835007056a0dbe","Firemedic54","12","718","Firemedic54","http://www.cancerforums.net/members/119576-Firemedic54?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49303-Post-surgery-report?s=8748ec921ba25c8521835007056a0dbe&p=321381#post321381","10-30-2016, 07:10 PM"
"Rapid Rise in PSA","http://www.cancerforums.net/threads/48968-Rapid-Rise-in-PSA?s=8748ec921ba25c8521835007056a0dbe","dle2428","16","1,838","bigbrad2008","http://www.cancerforums.net/members/106810-bigbrad2008?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/48968-Rapid-Rise-in-PSA?s=8748ec921ba25c8521835007056a0dbe&p=321332#post321332","10-29-2016, 09:19 PM"
"Climacturia? Anyone else?","http://www.cancerforums.net/threads/32029-Climacturia-Anyone-else?s=8748ec921ba25c8521835007056a0dbe","Gyndavid","19","5,583","James186","http://www.cancerforums.net/members/119303-James186?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/32029-Climacturia-Anyone-else?s=8748ec921ba25c8521835007056a0dbe&p=321326#post321326","10-29-2016, 02:38 PM"
"Stomach and eating problems with Metastatic Prostate Cancer Stage 4","http://www.cancerforums.net/threads/49146-Stomach-and-eating-problems-with-Metastatic-Prostate-Cancer-Stage-4?s=8748ec921ba25c8521835007056a0dbe","WifeinWorry","9","916","fl drifter","http://www.cancerforums.net/members/119487-fl-drifter?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49146-Stomach-and-eating-problems-with-Metastatic-Prostate-Cancer-Stage-4?s=8748ec921ba25c8521835007056a0dbe&p=321318#post321318","10-29-2016, 12:43 PM"
"prostate cancer: post radiation irregular heartbeat side effect","http://www.cancerforums.net/threads/49219-prostate-cancer-post-radiation-irregular-heartbeat-side-effect?s=8748ec921ba25c8521835007056a0dbe","BigT","5","511","FeatherBoy","http://www.cancerforums.net/members/48062-FeatherBoy?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49219-prostate-cancer-post-radiation-irregular-heartbeat-side-effect?s=8748ec921ba25c8521835007056a0dbe&p=321302#post321302","10-29-2016, 04:50 AM"
"PSA doubled","http://www.cancerforums.net/threads/49309-PSA-doubled?s=8748ec921ba25c8521835007056a0dbe","WaterUnderTheBridge","3","408","ontheroad","http://www.cancerforums.net/members/120299-ontheroad?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49309-PSA-doubled?s=8748ec921ba25c8521835007056a0dbe&p=321283#post321283","10-28-2016, 07:01 PM"
"About to make the decision","http://www.cancerforums.net/threads/47885-About-to-make-the-decision?s=8748ec921ba25c8521835007056a0dbe","Flagsin1965","30","4,443","Coors","http://www.cancerforums.net/members/119512-Coors?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/47885-About-to-make-the-decision?s=8748ec921ba25c8521835007056a0dbe&p=321271#post321271","10-28-2016, 01:29 PM"
"cystoscopy found PCa in bladder neck. Anyone else?","http://www.cancerforums.net/threads/49277-cystoscopy-found-PCa-in-bladder-neck-Anyone-else?s=8748ec921ba25c8521835007056a0dbe","Bxbby","9","489","Bxbby","http://www.cancerforums.net/members/120733-Bxbby?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49277-cystoscopy-found-PCa-in-bladder-neck-Anyone-else?s=8748ec921ba25c8521835007056a0dbe&p=321248#post321248","10-28-2016, 02:22 AM"
"Post surgery doctor's report-","http://www.cancerforums.net/threads/49302-Post-surgery-doctor-s-report?s=8748ec921ba25c8521835007056a0dbe","toloh","8","471","toloh","http://www.cancerforums.net/members/120722-toloh?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49302-Post-surgery-doctor-s-report?s=8748ec921ba25c8521835007056a0dbe&p=321244#post321244","10-27-2016, 11:00 PM"
"Higher grade gleason - analysis/opinion","http://www.cancerforums.net/threads/49306-Higher-grade-gleason-analysis-opinion?s=8748ec921ba25c8521835007056a0dbe","Jack1954","5","373","trinity3","http://www.cancerforums.net/members/112782-trinity3?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49306-Higher-grade-gleason-analysis-opinion?s=8748ec921ba25c8521835007056a0dbe&p=321232#post321232","10-27-2016, 07:30 PM"
"Mr. Foley, how I hate thee","http://www.cancerforums.net/threads/49292-Mr-Foley-how-I-hate-thee?s=8748ec921ba25c8521835007056a0dbe","matthewb","7","430","Kozmic","http://www.cancerforums.net/members/119413-Kozmic?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/49292-Mr-Foley-how-I-hate-thee?s=8748ec921ba25c8521835007056a0dbe&p=321206#post321206","10-27-2016, 12:03 PM"
"Cialis and Viagra ??","http://www.cancerforums.net/threads/38721-Cialis-and-Viagra?s=8748ec921ba25c8521835007056a0dbe","Shittingbricks","16","5,430","SeaCock","http://www.cancerforums.net/members/118156-SeaCock?s=8748ec921ba25c8521835007056a0dbe","http://www.cancerforums.net/threads/38721-Cialis-and-Viagra?s=8748ec921ba25c8521835007056a0dbe&p=321172#post321172","10-26-2016, 11:31 PM"
