"postDate";"postTime";"post_content";"signature_content";"username";"userlink";"usertitle";"userrank";"user_joindate";"user_location";"user_NumberOfPosts"
"09-03-2014";" 04:27 PM";"Hi John,

Thanks very much for a very thorough response. I appreciate the information and the care you took to present it. The numbers do make me feel better about DH's prognosis. (Sometimes my imagination takes over.)

One of the issues we're having (between me and DH) is that I have a burning need to completely understand the pathology report and the implications, while DH is happy to think that it's all good news. Not that I want it to be bad news; I just can't relax and believe it's truly good news if it's only good news because we didn't ask the right questions. I don't know if that makes any sense but I'll try to not think that way.";"Husband diagnosed at age 50
PSA rose from 1.2 to 1.7 in three months
Bx: First path report: 1 0f 12 cores positive (50%), 3+4=7
Second opinion path report: 3 of 12 cores positive, each at 50%, 3+4=7. All three from left base.
Bone scan clear
Pre-op MRI shows left base lesion at approx. 1.1 cm

Robotic RP Aug. 20th; Catheter removed on Aug. 27th.
Post-Op path report: still Gleason 3+4=7; 39 grams (bigger than originally thought)
Proportion (percentage) of prostate slides involved by tumor: Moderately involved, bilaterally, 25%
-EPE -SVI +PNI intraprostatically
Lymph nodes: one node right side: negative; left side: ""no lymph node grossly is identified""
Margins: Focally positive left posterior mid and superior pseudocapsular resection margin. All remaining margins are negative for tumor.
Second opinion path report (Dr. Epstein): all margins negative
Pathologic Stage (TNM): pT2, pN0 PSA 10/14: <0.03";"Mimi711";"http://www.cancerforums.net/members/112221-Mimi711";"";"Regular User";"Aug 2014";"Seattle area, WA";"47"
"04-09-2013";" 11:34 PM";"The ""new prostate cancer infolink"" site has a new article about prostate cancer screening, saying most of the time the treatment risk is worse than the possible PCa risk.

I've seen references to this perspective before, but I'm curious what the members of this forum think. It seems really aggravating that one could go through all that PCa treatments entail, and have a broad spectrum of others think you shouldn't have even done it. I can see the opposite of support happening!

Has that been anyone's experience so far?

I know I have a hard time putting this out of my mind, since I'm still in the ""high risk"" but undiagnosed category right now. I know too many numbers I guess, and all of these screening metrics are in the ""concern"" range, so I'm scheduled for a biopsy in a few days.";"";"redwing57";"http://www.cancerforums.net/members/101863-redwing57";"Newbie";"New User";"Mar 2013";"Not Found";"5"
"04-09-2013";" 11:40 PM";"I think men should be tested.";"PSAs: 4.76 (May '12) 4.23 (August '12) 3.98 (October '12) 4.9 (February '13) 2.9 (June '13) 2.7 (Nov. '13) 1.31 (March '14) 1.07 (July '14) 0.69 (October '14) 1.6 (March '15)
Biopsy right prostate: Benign tissue
Biopsy left prostate: Prostatic adencarcinoma, Gleason score 7 (4+3), Tumor involves 2 of 10 cores and 5% of total tissue sampled, Positive for perineural invasion
TRUS measured prostate volume 19.36 cc
Stage T1c
66 Pd-103 seeds implanted (March '13)";"blank";"http://www.cancerforums.net/members/96949-blank";"";"Senior User";"Mar 2013";"Not Found";"5"
"01-18-2014";" 11:42 PM";"Immediately following my surgery, I added as much fiber as possible to by diet.... And I believe I've recommended it to a few members of our ""club"".

I was reading about fiber today and noticed that the side effects of fiber alone is... flatulence, bloating, abdominal cramps, and temporary constipation... until your system gets used to the increase in fiber.

Now I'm wondering, if, immediately after surgery, if adding a lot of fiber is such a good idea. You system was shocked already by the surgery and anesthesia, and already bloated. Adding ""plenty of fiber"", especially if you were not a big fiber user before surgery, doesn't seem to be a great idea.

Right after surgery, stool softener, absolutely. Some fiber, absolutely. But ""plenty of fiber"", now I'm not so sure.. Increasing your fiber slowly... absolutely.";"BD: 1959 PSA 4.9 11/2012 (no symptoms)
Biopsy 12/2012 Negative
PSA 5.9 05/2013 (still no symptoms)
Biopsy 6/2013 3+4 (thank goodness for PSA tests)
1 core positive (upper left), 1 suspicious (lower left) out of 12
DRE: bump right side T1c; PCA-III = 20 (normal)

Da Vinci 7/18/2013: Invasive carcinoma involves left lobe of prostate only, extends from left apex to posterior mid region of left lobe Gleason 7/10 (4+3); G4 tumor comprises 75% of invasive carcinoma present
Estimated total volume of carcinoma in entire prostate gland: 10%
TNM: T2b NX MX (Stage IIA)

8/25/13 11/4/13 2/11/14 8/1/14 2/15/15 8/20/15 3/1/16, 8/30/16 - PSA undetectable
Pad-free, semi-erections; very happy with caverject

My Story:
T-Minus-36-Hours-until-da-Vinci...
Catheter is Out!";"ddayglo";"http://www.cancerforums.net/members/104661-ddayglo";"";"Top User";"Jun 2013";"Not Found";"916"
"01-19-2014";" 02:30 AM";"I went and saw a dietitian that was associated with the PT team at the hospital prior to surgery, she never promoted an increase in fibre just a balanced diet. But also recommended a range of foods that assist in good nutrition as well as processing.. I was confused about bowel movements post op as you generally ""cleared out"" prior, I was passing wind within a day and if you have a soft diet and clean foods all goes well.. Never increased fibre at all";"";"Bob_R";"http://www.cancerforums.net/members/105495-Bob_R";"";"Senior User";"Jun 2013";"Not Found";"916"
"01-19-2014";" 06:58 AM";"Flatulence is the reason I eat lots of fiber.";"Age 55 at Dx
PSA 1.34 10/08
PSA 1.93 04/10
PSA 4.1 10/11, Free PSA 20%
Biopsy 12/11 - One core 40%, rest negative, T1c, Gleason 3+3, Some PNI, Prostate 47.4g, PSA Density .086
RALP City of Hope/Dr. Wilson 2/15/12. Pathology: Prostate 52 grams, 20% total involvement (bilateral), N0MX,
T2c, Gleason 3+3, margins clear.
PSA continues to be undetectable.";"ThatBiopsyHurt";"http://www.cancerforums.net/members/28389-ThatBiopsyHurt";"";"Senior User";"Jun 2013";"Not Found";"916"
"01-19-2014";" 12:35 PM";"My urologist did not recommend any change to the well balanced diet I dad always eaten. Fibre contains a lot of carbs which can lead to weight gain unless you are quite active and burning the calories. I have never seen any concensus that any type of diet is better than just following the RDA for the food groups.";"";"Bravehardon";"http://www.cancerforums.net/members/106840-Bravehardon";"";"Top User";"Jun 2013";"Not Found";"916"
"01-19-2014";" 02:50 PM";"We need 30-35 grams of fiber to poop good. Too much and you can get constipated. If you don't want to add calories by eating lots of food high in fiber, try Metamucil. It works. Period.

There are ways to increase fiber without increasing calories or gaining weight.
V8 just came out with a high fiber version and one glass is 5 grams of fiber vs 2 in the regular V8. Calories are the same.
raspberries: 1 cup: 8 grams of fiber. only 64 calories
Blackberries: 1 cup: 7.6 grams: 62 calories
A cup of lentils or black beans are 15 grams. High in protein and healthy. i believe lentils don't cause as much gas as other beans.";"Husband age 62
DaVinci Prostatectomy May 9, 2013
PSA 4.5
3+3 Gleason
Cancer was contained and Gleason remained the same. Nerves were spared.
3 month PSA = 0
6 month PSA = 0

I am not a member of the medical industry and anything I say is not intended or implied to be a substitute for professional medical advice, diagnosis or treatment.";"azsunshine";"http://www.cancerforums.net/members/105456-azsunshine";"";"Senior User";"Jun 2013";"Not Found";"916"
"01-19-2014";" 09:08 PM";"Originally Posted by ddayglo
Immediately following my surgery, I added as much fiber as possible to by diet.... And I believe I've recommended it to a few members of our ""club"".

Right after surgery, stool softener, absolutely. Some fiber, absolutely. But ""plenty of fiber"", now I'm not so sure.. Increasing your fiber slowly... absolutely.
Ideally a individual would begin slowly increasing fiber years ahead of time. It a good idea in that it directs you into eating foods that are healthy without ""adding"" fiber via artificial means. Best to get fiber from real food.

For those who are following a rising psa, and possible negative biopsies, you might assume that in a few years you may want surgery, so start now eating right.
Then for those who get a positive biopsy and are thinking about surgery, begin now to transition to higher fiber foods.
Most men will have two months prior to surgery, by which time your system will be acclimated to the diet.
Sudden large increases in fiber is normally not recommended for anyone, pre surgery, post surgery, or any time.

BTW someone mentioned that fiber filled foods contain lots and calories and can lead weight gain.
Actually the opposite is true. The fiber itself has a low amount of carbs relative to the fiber and calories involved.
That ""carb"" idea is part of the recent trend/fad concept surrounding the ""low-carb"" and ""paleo"" diet mania.

I know of no sensible or healthy diet that would avoid fiber.

Though most men here are already well into diagnosis and treatment, as a general rule, they ought to be aiming for and advising friends to follow a diet more in line with that found at the UCSF Helen Diller Family Comprehensive Cancer Center (San Francisco)

http://cancer.ucsf.edu/_docs/crc/nutrition_prostate.pdf";"";"Otago";"http://www.cancerforums.net/members/10792-Otago";"";"Top User";"Jun 2013";"Not Found";"916"
"01-19-2014";" 09:59 PM";"OTAGO...If you reread my comment I doubt you will even see the word ""calories"" plus the take away for most people is that my doctor said to stick with a ""well balanced diet"" based on Recommended Daily Average for types of foods as I have always done. He did not want me dramatically adding fibre for any reason. He did reco. short term use of a stool softener if needed.";"";"Bravehardon";"http://www.cancerforums.net/members/106840-Bravehardon";"";"Top User";"Jun 2013";"Not Found";"916"
"01-19-2014";" 10:55 PM";"Originally Posted by Bravehardon
OTAGO...If you reread my comment I doubt you will even see the word ""calories"" plus the take away for most people is that my doctor said to stick with a ""well balanced diet"" based on Recommended Daily Average for types of foods as I have always done. He did not want me dramatically adding fibre for any reason. He did reco. short term use of a stool softener if needed.
""Fiber contains a lot of carbs which can lead to weight gain unless you are quite active and burning the calories. ""

You might re-read your comment.
The carb--> weight gain idea has really gotten a bit out of hand recently, such that even non-processed whole foods which happen to have fiber are being thrown into the hopper as being little different than Wonder Bread or Twinkies.

As to ""dramatically"" changing one's diet in the month(s) leading up to surgery, I agree that may be problematic and unwise.
However a gradual change to higher fiber in most men who lack adequate fiber (the norm) I would think would be welcomed by most doctors.
Above all, not suddenly loading up on fiber the days following surgery as was mentioned in the original post.
Slowly increasing fiber intake over two or more months leading up to surgery should not cause a problem.

The term ""well balanced diet"" means so many things to so many people. We do know that most men don't eat enough fiber, vegetables, fruit, and at the same time eat too much highly processed carbs and sugars. Almost everyone agrees with that picture of the average American male.
One only need visit the local mall to see that on display with 65% of men being either overweight or obese.
Extra weight itself being a risk factor for prostate cancer both before and after diagnosis.

Interestingly in those few prostate cancer centers where dietary changes are recommended for preventative or during AS, they follow a fairly similar set of recommendations. Not dissimilar those put forth by UCSF which a major center for prostate cancer treatment and research.

UCSF http://cancer.ucsf.edu/_docs/crc/nutrition_prostate.pdf

From John Hopkins
""The bottom line is that a diet that is low in animal and dairy fat, high in a wide variety of fruits and vegetables and healthy grains and nuts, is thought be a diet that can slow the progression of cancer.""

From Mayo Clinic http://www.mayoclinic.org/diseases-c...n/art-20045641

No magic in that advice. Probably much more valuable if followed from age 10 onward, which is impossible for 98% of us.
I don't disagree with your doctors advice leading up to surgery.

Even in overall dietary advice, doctors have no proof a given diet will alter the course of events in a given patient.
Understandable that doctors won't suddenly have their patients alter their lifestyle.
However if one was advising 20 year olds on healthy eating for their future prostate health I think many doctors might make some suggestions.
Most of which would be ignored.

Finally the dietary changes most often recommended for prostate health are the same ones suggested for healthy hearts which is a far more dangerous condition for 97% of men than is prostate cancer.";"";"Otago";"http://www.cancerforums.net/members/10792-Otago";"";"Top User";"Jun 2013";"Not Found";"916"
"01-19-2014";" 11:20 PM";"My mother was a dietician, I was brought up on a low fat diet, we seldom had red meat and I ate copious amounts of vegetables, almonds, walnuts and fruit. Guess what?..I got prostate cancer. So if you don't mind I'll skip the rest of this post.";"";"Bravehardon";"http://www.cancerforums.net/members/106840-Bravehardon";"";"Top User";"Jun 2013";"Not Found";"916"
"01-19-2014";" 11:47 PM";"Originally Posted by Bravehardon
My mother was a dietician, I was brought up on a low fat diet, we seldom had red meat and I ate copious amounts of vegetables, almonds, walnuts and fruit. Guess what?..I got prostate cancer. So if you don't mind I'll skip the rest of this post.
Well the original post was specifically about fiber.

However if you give me a choice of great diet or great genetics and I'll take great genetics every time.
I have a much better lifestyle and diet than my older brother yet his psa remains at less than 1.0 while mine dances around 4.0.
My father had prostate cancer and clearly I got some portion of that genetic package while my brother did not.

The fact that you ate a great diet and got prostate cancer doesn't make me want to throw out the outlook and advice from some of those major cancer centers. More importantly, as I mentioned and always mention, that while the dietary changes may only have a weak influence on any given individual's outcome regarding prostate cancer, it has a much more proven effect on their heart health and in most men that is a much more likely problem than is prostate cancer regarding longevity.
So I see it as wise choice even if it does little to alter one's specific prostate cancer course.

Heart disease, and or diabetes will affect a the majority of men on this site to one degree or another.
If the dietary changes influence the progression of prostate cancer that is a added bonus.

Just so I'm not misunderstood. Regarding prostate cancer, diet is a tool, but a weak tool to alter outcomes. I choose to take advantage of that tool and go with the odds that it may help, alter, or slow, progression. Hardly proclaiming it as a magic bullet, especially after diagnosis.";"";"Otago";"http://www.cancerforums.net/members/10792-Otago";"";"Top User";"Jun 2013";"Not Found";"916"
"01-20-2014";" 12:21 AM";"I've mentioned Ezekiel bread before, but it's worth mentioning again.

Give it a look. You won't regret it.

I used to eat 100 percent whole wheat bread and haven't eaten any bread made from wheat for many months.

Of course, I've made a lot of other changes, but the bread change is easy, uncomplicated and is a large enough part of most men's diets that it can reap big rewards.

Yeah, diet may not be huge if you only consider prostate cancer, but it's huge if you consider everything.";"";"Walnut";"http://www.cancerforums.net/members/106757-Walnut";"";"Senior User";"Sep 2013";"Not Found";"323"
"03-13-2012";" 02:25 AM";"PICTURE DELETED AS PER FORUM POLICY Hello everyone,

I am sorry it has taken me so long to get back with everyone but a lot has happened in my world since my last post.
I sincerely hope that all of my friends are doing well. I have not been on the forum much but I decided to have some fun.

I have been on the Testosterone Replacement Therapy since November 28th and since then my T level has been steady.
My first shot was 250mg twice a week and took my T level from .4 to 1170 and my PSA stayed at .2. The Doctor has been lowering the dosage steadily since my desired range was about 800.
We are down to 50mg 2 time a week now and my T level is still in the 1100 range.
My PSA is still <.4 and the superman effect kicked in in December. I am sure I still have some residue of the HT in my system since I am still an emotional boob.
My wife is pleased ,but had to go to the Gyno and he found a significant tear, so we had to abstain for a month for repairs.
On January 29th 2012 my heart went into afib and I spent 3 days in ICU to get it under control.. I was schedule for surgery on the first of Feb, for my severe cervical stenosis but everything is on hold since the onslaught of the afib and all the blood thinners etc.
On 3-3-12 my wife requested a CT scan of the brain thinking I might have had a mini stroke because I was having some memory problems and balance problems ( falling ) after my afib thing.
They did the CT and found a 4cm Arachnoid Cyst in my left ventricular , right atria of my brain. Followed up with MRI and saw a Surgeon and was told it was inoperable due to the location and not to play football.
I studied for weeks and found that only 4% of the worlds population gets these things and only 1% of those are adults with .10 percent of adults get it in this location., The location make it even more rare. I was set to go to Duke University but why spend a $1,000 bucks only to find there is nothing that can be done. That would be pursuing worry is all and that is not my style.
I have had some bad luck since I started the TRT but I know that getting my life back was most important. It has been frustration because with all this other stuff going on , I have been unable to exercise properly but it has been a world of difference and worth every thing that I have gone through.
All in all I have my life back and I an sure that will get past these other things soon.
I hope to hear from my friend and get some advice if possible so please don't be afraid to ask questions.
Thanks to all for your patience.
Art
The following link is to a video of my head scans, I think it is beautiful to have something so unique.

http://www.youtube.com/watch?v=1dLH3VLOsO8";"Last edited by Didee; 03-13-2012 at 03:01 AM. Reason: Please read forum pics policy and comply.";"Tiredofbeingsick";"http://www.cancerforums.net/members/22603-Tiredofbeingsick";"";"Experienced User";"Jan 2011";"S.W. Florida";"70"
"03-13-2012";" 02:49 PM";"Tiredofbeingsick,

Wow, you have been through a lot since your last post. Welcome back and hope things will work out for you.

I really don't know how to respond. Many doctors are cautious about TRT for prostate cancer patients so I am interested in your results and experiences. Sorry you are having some problems which I hope are not related to TRT. But, I am happy to know that you are ""getting your life back"".

Good luck and cheers.";"";"newporter";"http://www.cancerforums.net/members/21257-newporter";"";"Top User";"Jan 2011";"S.W. Florida";"70"
"03-13-2012";" 09:43 PM";"Thank you for kind words Newport.
I have been a little worried in the back of my mind just as anyone would be by taking a chance like am.
I have my life back now but they keep finding these other things to contend with that are totally unexpected and unrelated to PC.
I am not trying to influence anyone into doing what I am doing because I know how dangerous and possibly foolish it is. However I would rather live like I feel now as opposed to what I was 6 months ago. I was already dead even though I was still breathing. Quality of life was something I took for granted until it was gone. It got to a point with me that if I still had pc then it was going to resurface at some point and time anyways. At least I am spending time with my son now and making up for 2 years with my wife as well. I abused my body physically all of my life and some of the spinal problems derive from that as well as the heart problems. That part is hereditary anyways.
I hope things are going well for you and yours and that continues.
My philosophy has always been ""cheer up, things will get worse"" and that seems to be the current trend for me, but I will plow forward till the quest is futile.
Art
P.S.
I hope you liked the video, I think it is sooo cool to have something so unique.";"";"Tiredofbeingsick";"http://www.cancerforums.net/members/22603-Tiredofbeingsick";"";"Experienced User";"Jan 2011";"S.W. Florida";"70"
"07-20-2011";" 12:08 AM";"I learned something firsthand today.

I have been on ""Lupron"" (or Eligard) testosterone suppressant for years, with negligible PSA until last fall. My PSA started rising, in the last nine months going from .01 to .08 to .16 to .3 to .9 to 1.4 to 2.8 each time (2.8 in June). That is DOUBLING or TRIPLING each time. I was getting worried about ""refraction"", where the testosterone-dependent cancer ""decides"" it has had enough with its food ""rationing"" and develops a ""taste"" for something else, rendering the Lupron ineffective and useless. I though I was there. I thought the next step was radiation or chemo.

But my oncologist had a hunch that the varieties of testosterone the Lupron was suppressing were not all there were, and so put me on Casodex as well to stop the last ""holdout"" testosterone my body was manufacturing. We knew it might take more than a month for results. We got the results! My PSA had DROPPED from nearly 3.0 to .8--so he was right after all! That gives me a reprieve, and buys me some time, but ""the cancer"" was ""clever"" enough to switch to something else than it had been feeding on previously, so I am not out of the woods yet.

But----I won *A* battle in this war!";"T-3, Gleason 9+
RRP 2-26-07
Was using Lupron HDT--
Successful for four years,
Not working anymore!
Fast-rising PSA 6/11
Provenge started 8/11
PCa invasion of bladder 9/11
Fossa lesion discovered 11/11
IMRT/IGRT 80 grays 12/11
Bone mets discovered 3/12
Provenge declared a ""bust""
Taxotere infusions started 4/12
PSA Coming Down
PSA Going Back Up!!
Taxotere declared a ""bust""
Zytiga, here we come!
BAAD SE's on Zytiga, PSA quintupled!
Now on Xtandi and Samarium 153";"sequoiaranger";"http://www.cancerforums.net/members/10042-sequoiaranger";"";"Senior User";"Nov 2007";"Ramona, California";"131"
"07-21-2011";" 04:17 AM";"There is another explanation..Many times, the Lupron / Eligard drug does not lower testosterone to true castrate levels, or it's ability to do so wears off, allowing the cancer to gain strength..as the ""T"" level rises..Not only should you have your PSA level checked, but have your ""T"" level tested too. If it's above 10, there is room for improvement. Some doctors are content with a ""T"" level of 20 but I would not be. You might ask your Doc about trying a ""Triple Blockade""...Lupron, Casodex and Avodart, all three combined to completely starve the cancer of the testosterone it needs...";"PSA at age 55: 3.5, DRE negative.
65: 8.5, DRE "" normal"", biopsy, 12 core, negative...
66 9.0 DRE ""normal"", BPH, (Proscar)
67 4.5 DRE ""normal"" second biopsy, negative.
67.5 5.6, DRE ""normal"" U-doc worried..
age 68, 7.0, third biopsy (June 2010) positive for cancer in 4 cores, 2 cores Gleason 6, one core Gleason 7. one core Gleason 9. RALP on Sept. 3, 2010, Positive margin, post-op PSA. 0.9, SRT , HT. Feb.2011 PSA <0.1 Oct 2011 <0.1 Feb 2012 <0.01 Sept 2012 0.8 June 2013 1.1, Casodex added, PSA 0.04 10/2013. PSA 0.32 1/14. On 6/14 PSA 0.4, ""T""-5. 10/14 PSA 0.6, T-11. 1/2015 PSA 0.106. 4/15. 0.4, 9/15 1.4, 3/16 Zytiga, 0.04";"Fairwind";"http://www.cancerforums.net/members/20405-Fairwind";"";"Top User";"Nov 2007";"Ramona, California";"131"
"07-23-2011";" 04:34 PM";"Yes, Fairwind, I am aware of the testosterone level connection and have had that tested and measured each time I get the PSA measured. My PSA was rising dramatically IN SPITE OF ""castration""-level testosterone from the Lupron (measured as ""less than 20"" for years). The lower end of the ""chart"" of testosterone numbers for my tests was 20. The addition of Casodex didn't change the testosterone number of the tests themselves (already ""off the chart"" on the low end), but obviously lowered the type of testosterone upon which the cancer was feeding.

At any rate, it shows I am not yet ""refractory"" as I had feared, but this Gleason 9 bugger is wily, and I don't want to give it an inch if I can help it.";"T-3, Gleason 9+
RRP 2-26-07
Was using Lupron HDT--
Successful for four years,
Not working anymore!
Fast-rising PSA 6/11
Provenge started 8/11
PCa invasion of bladder 9/11
Fossa lesion discovered 11/11
IMRT/IGRT 80 grays 12/11
Bone mets discovered 3/12
Provenge declared a ""bust""
Taxotere infusions started 4/12
PSA Coming Down
PSA Going Back Up!!
Taxotere declared a ""bust""
Zytiga, here we come!
BAAD SE's on Zytiga, PSA quintupled!
Now on Xtandi and Samarium 153";"sequoiaranger";"http://www.cancerforums.net/members/10042-sequoiaranger";"";"Senior User";"Nov 2007";"Ramona, California";"131"
"07-24-2011";" 03:20 AM";"Many medical oncologists will prescribe whats called a ""Triple Blockade"", Lupron, Casodex and Avodart to deprive the PC of as much testosterone as possible with drugs...Some advanced patients have had surprising success with DES, an estrogen compound that was used before the Lupron type drugs were developed..By keeping the dose low, the heart attack risk is manageable..Other men opt for surgical castration, inexpensive, very effective and no drug side effects...";"";"Fairwind";"http://www.cancerforums.net/members/20405-Fairwind";"";"Top User";"Nov 2007";"Ramona, California";"131"
"05-09-2016";" 05:24 PM";"A new blog post about a conference I attended in mid April. Toddseals63.blogspot.com If it pleases you click on the follow button to become a follower of my blog. Help me to reach as many people as possible. Todd";"Diagnosed 6/6/6 Stage IV PCa widespread metastasis Gleason 3+4=7 Psa 3216.32. Metastatic to lungs lymph bones and brain. Initial prognosis 1 year.
Lupron Casodex 3-1/2 years. Hormone vacation 1 year. Back on Lupron and then 6 months on DES Chest radiated to avoid going from an A-cup to a B-cup. Hormone Refractory November 2011 Provenge/Lupron/Casodex May 2012. Started Zytiga+Lupron August 2013 and I am currently still on it. Current PSA <0.02 Current scans are clean. Since beginning hormones 10 years ago I have added chick flicks and shoe shopping to my hobby list.";"Todd1963";"http://www.cancerforums.net/members/119422-Todd1963";"";"Regular User";"May 2016";"Toutle Washington USA";"47"
"05-09-2016";" 09:14 PM";"I am beginning to understand why you are here.
Allen";"";"Bravehardon";"http://www.cancerforums.net/members/106840-Bravehardon";"";"Top User";"May 2016";"Toutle Washington USA";"47"
"05-09-2016";" 09:22 PM";"Indeed. ""Support"" is not luring members away. It is remaining here and helping. Please cease linking to your blog.";"07/08 Age 56 DX Peripheral T-Cell Lymphoma-Not Otherwise Specified. 50+ tumors with BMI
08/08-12/08 Four cycles CHOEP14 + four cycles GND (Cyclofosfamide, Doxorubicin, Vincristine, Etoposide, Prednisone & Gemcitabine, Navelbine, Doxil)
02/09 Relapse.
03/09-06/13 Clinical trial of Romidepsin > long-term study. NED for 64 twenty-eight day cycles
07/13 Relapse/Suspected Mutation.
08/13-02/14 Romidepsin increased, but stopped due to ineffectiveness. Watch & Wait.
09/14 Relapse/Progression. Visible cervical nodes appear within 4 days of being checked clear.
10/06/14 One cycle Belinostat. Discontinued to enter second clinical trial.
10/25/14 Clinical trial of Alisertib/Failed.
01/12/15 Belinostat resumed/Failed 02/23/15
02/24/15 Pralatrexate/Failed 04/17/15
04/15 Genomic profiling reveals mutation into PTCL-NOS + AngioImmunoblastic T-Cell Lymphoma. Two dozen tumors + small intestine involvement.
04/22/15 TREC (Bendamustine, Etoposide, Carboplatin). Full response in two cycles. PET/CT both clear. Third cycle followed.
06/15-07/15 Transplant preparation (X-rays, spinal taps, BMB, blood test, MUGA scan, lung function, CMV screening, C-Diff testing etc. etc. etc.) Intrathecal Methotrexate during spinal tap.
BMB reveals Myelodysplastic Syndrome (MDS), technically a third cancer.
07/11-12/15 Cyclofosfamide + Fludarabine conditioning regimen.
07/16/15 Total Body Irradiation.
07/17/15 Haploidentical Allogeneic Transplant receiving my son's peripheral blood stem cells.
07/21-22/15 Triple dose Cyclofosfamide + Mesna, followed by immunosuppressants Tacrolimus and Mycophenolate Mofetil.
07/23-08/03/15 Blood nose dive. Fever. Hospitalized two weeks.
08/04/15 Engraftment official - released from hospital.
08/13/15 Marrow is 100% donor cells. Platelets climbing steadily, red cells follow.
09/21/15 Acute skin GvHD arrives. DEXA scan reveals Osteoporosis.
09/26/-11/03/15 Prednisone to control GvHD.
05/2016 Tacrolimus stopped. Prednisone from 30-90mg daily tried. Sirolimus begun.
09/16/16 Three skin punch biopsies.
11/04/16 GvHD clinical trial of Ofatumumab (Arzerra) + Prednisone + Methylprednisolone begun.
To date: 18 chemotherapeutic drugs in 9 regimens (4 of those drugs at least twice), + 4 immunosuppressant drugs.

We all suffer. Knowing the redemptive value of suffering makes all the difference.

""What is faith? It is that which gives substance to our hopes, which convinces us of things we cannot see""
- Hebrews 11:1";"po18guy";"http://www.cancerforums.net/members/29443-po18guy";"Super Moderator";"Top User";"May 2016";"Toutle Washington USA";"47"
"05-09-2016";" 09:31 PM";"Yes, it is one thing to have a blog for people to check out beyond what might fit in your signature. But it is quite another to solicit membership away from this forum.

As po18guy said, no more linking to your blog or you face being banned from the site.";"July 2011 local PSA lab reading 6.41 (from 4.1 in 2009). Mayo Clinic PSA 9/ 2011 = 5.7.
Local uro DRE revealed significant BPH, no lumps.
PCa Dx Aug. 2011 age of 61.
Biopsy DXd adenocarcinoma in 3/20 cores (one 5%, two 20%). T2C.
Gleason 3+3=6. CT abdomen, bone scan negative.
DaVinci prostatectomy 11/1/11 at Mayo Clinic (Rochester, MN), nerve sparing, age 62.
Surgeon was Dr. Matthew Tollefson, who I highly recommend.
Final pathology shows tumor confined to prostate.
5 lymph nodes, seminal vesicules, extraprostatic soft tissue all negative.
1.0 x 0.6 x 0.6 cm mass involving right posterior inferior, right posterior apex & left
mid posterior prostate. Right posterior apex margin involved by tumor over 0.2 cm length,
doctor says this is insignificant.
Prostate 98 grams, tumor 2 grams.
Catheter out in 7 days. No incontinence, minor dripping for a few weeks.
Five annual post-op exams 2012 through 2016: PSA <0.1
Semi-firm erections 5 years post-op whenever the moon turns blue.";"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"Moderator";"Top User";"May 2016";"Toutle Washington USA";"47"
"05-09-2016";" 09:36 PM";"You are all mistaken. In another forum, my blog is part of my signature but that is not why I am here. It is not my intent to draw away from. Just saying! It won't happen again";"";"Todd1963";"http://www.cancerforums.net/members/119422-Todd1963";"";"Regular User";"May 2016";"Toutle Washington USA";"47"
"05-09-2016";" 09:53 PM";"I work a ton of hours per week. I don't have a lot of free time but I still have a heart to share and help. I write once and send out links. If this is forbidden I can copy and paste. Not as efficient but does the job. Todd";"Diagnosed 6/6/6 Stage IV PCa widespread metastasis Gleason 3+4=7 Psa 3216.32. Metastatic to lungs lymph bones and brain. Initial prognosis 1 year.
Lupron Casodex 3-1/2 years. Hormone vacation 1 year. Back on Lupron and then 6 months on DES Chest radiated to avoid going from an A-cup to a B-cup. Hormone Refractory November 2011 Provenge/Lupron/Casodex May 2012. Started Zytiga+Lupron August 2013 and I am currently still on it. Current PSA <0.02 Current scans are clean. Since beginning hormones 10 years ago I have added chick flicks and shoe shopping to my hobby list.";"Todd1963";"http://www.cancerforums.net/members/119422-Todd1963";"";"Regular User";"May 2016";"Toutle Washington USA";"47"
